Site/Project: McLaughlin 80 sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment: Temporal stability,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: Data collected 2009-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data description: Community weighted mean trait values,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protocols: Community weighted mean trait values were calculated using the FD package in R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS file & path,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Names of data takers: Harrison Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Column info: year, site, quadrat, functional richness, functional eveness, functional divergence, functional dispersion, Raup Crick, CWM height, CWM specific leaf area, CWM, leaf area, CWM wet weight, CWM dry weight, CWM leaf water content, CWM, carbon to nitrogen, CWM nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definitions & Abbreviations: Fric=functional richness, Feve=functional evenness, Fdiv=functional divergence, Fdis=functional dispersion, RauQ=Raup Crick, CWM=community weighted mean, sla=specific leaf area, area=leaf area, lwc=leaf water content, CN=carbon to nitrogen, N=nitrogen, ag=with annual grasses, noag=no annual grasses",,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,site,quad,Fric_ag,Feve_ag,Fdiv_ag,Fdis_ag,RaoQ_ag,CWM.height_ag,CWM.sla_ag,CWM.area_ag,CWM.wet_wgt_ag,CWM.dry_wgt_ag,CWM.lwc_ag,CWM.CN_ag,CWM.N_ag,Fric_noag,Feve_noag,Fdivnoag,Fdis_noag,RaoQ_noag,CWM.height_noag,CWM.sla_noag,CWM.area_noag,CWM.wet_wgt_noag,CWM.dry_wgt_noag,CWM.lwc_noag,CWM.CN_noag,CWM.N_noag
2006,9,2,0.432099779,0.243591701,0.633485996,0.586788359,1.022314795,46.31868449,222.7469487,32.34471531,0.844441619,0.175313829,0.720698606,21.03764537,1.941325074,0.288923625,0.277263756,0.480659961,1.174516422,2.762835444,26.97131951,138.211971,108.6753154,4.613939728,0.772141095,0.829171707,16.61230544,2.623643413
2006,9,3,0.13057889,0.516905444,0.877811152,2.07320482,5.70001969,37.19171971,213.154748,49.99738509,1.687335551,0.307338108,0.637911834,49.95651007,1.007409765,0.107144159,0.540112653,0.895655907,3.012048627,9.904753214,18.66879454,196.2413175,146.9511942,5.290681171,0.906306732,0.693561852,25.98053002,1.760921976
2006,9,4,0.049424242,0.36374395,0.737604262,1.683619593,3.595549647,37.13057884,158.8668046,23.35035194,0.683739366,0.22573264,0.565717478,44.17031863,0.965509252,0.051320445,0.360880795,0.91774654,1.606094394,4.082549582,32.67623037,119.0925234,30.82262758,1.013874639,0.333291673,0.516848626,35.36634475,1.143253959
2006,9,5,0.056026035,0.350420904,0.782751896,1.637628006,3.426298913,44.77953106,210.6021562,13.1402241,0.261591671,0.099545228,0.620211871,52.35137835,1.013802576,0.047579283,0.424263974,0.972042911,2.062522656,5.062852026,36.65094468,144.945245,30.33899327,0.751998529,0.306894729,0.609358018,29.19839727,1.760528252
2006,10,1,0.043393563,0.625792116,0.652365172,1.464625735,2.888469686,17.23379066,212.9105569,15.96329151,0.492540651,0.095707058,0.757230338,28.93272622,1.833294122,0.031393344,0.60273864,0.689318693,1.157815252,1.474025313,12.62351464,206.2601628,17.92943383,0.588949664,0.110331187,0.786026982,21.2154177,2.12782179
2006,10,2,0.044551759,0.535934422,0.689667862,1.260935836,2.184483226,18.61627944,206.9898877,17.07035752,0.576868856,0.107217133,0.787420019,22.11887445,2.140119327,0.030387131,0.504500827,0.58333821,1.073754217,1.459161925,16.15549856,208.6044388,18.20574763,0.636126037,0.113893013,0.812313106,18.34556668,2.325548635
2006,10,3,0.043314916,0.63386939,0.805311734,1.444129295,2.4888046,21.24138084,199.8588314,27.08790626,1.051687407,0.2130999,0.765311636,24.3956122,2.004747993,0.033800482,0.475656726,0.853713582,1.099272911,1.460247597,15.1910041,213.546475,27.12618284,1.232890388,0.219959695,0.811017704,17.62616906,2.401408653
2006,10,4,0.067440279,0.599354923,0.777095853,2.037111537,4.882341177,22.95629779,230.0350979,13.74022966,0.412203439,0.07777274,0.744942488,33.54637428,1.863672033,0.05096363,0.531362166,0.639971326,1.417215882,2.794580733,15.43664085,222.0041369,17.38947014,0.589318379,0.105502182,0.800067425,19.43392075,2.492208397
2006,10,5,0.054891946,0.437864341,0.892607739,2.016821373,5.215266738,35.82686178,226.2201968,8.183480228,0.144951963,0.042465791,0.651370749,55.8619428,1.08472247,0.043897266,0.491813621,0.480320805,1.277188703,2.519446225,9.524134077,228.3748852,10.32883037,0.247067277,0.052464658,0.755906081,19.36668356,2.400601444
2006,11,1,0.060294654,0.560176407,0.653268272,1.782873544,3.863664079,30.93814992,217.900644,23.04414499,0.724579354,0.151913449,0.738656353,28.50070886,1.847711488,0.063915084,0.526196563,0.61221333,1.503500924,2.986876766,21.40256952,213.8325333,29.37837993,1.041355594,0.20807459,0.78845403,20.27155036,2.191649063
