id,seed_mass_g
Symphytum_asperum,4.86
Symphytum_grandiflorum,5.37
Symphytum_officinale,11.13
Symphytum_palaestinum,4.75
Symphytum_tuberosum,6.24
Symplocarpus_foetidus,433.75
Symplocos_anomala,29.1
Symplocos_caudata,40.48
Symplocos_chinensis,28.9
Symplocos_laurina,102.52
Symplocos_paniculata,31.2
Symplocos_setchuensis,50.34
Symplocos_spicata,200
Symplocos_theifolia,116.76
Synaptophyllum_juttae,25.99
Syncarpha_argyropsis,0.66
Syncarpha_gnaphaloides,0.76
Syncarpha_milleflora,1.4
Syncarpha_paniculata,0.17
Syncarpha_speciosissima,5.9
Syncarpha_staehelina,1.78
Syncarpha_vestita,0.55
Syncarpia_glomulifera,0.7
Syncarpia_glomulifera,5
Syncarpia_hillii,2.01
Syncolostemon_albiflorus,0.75
Syncolostemon_bracteosus,2.17
Syncolostemon_canescens,1.37
Syncolostemon_floccosus,2.24
Syncolostemon_transvaalensis,0.86
Synechanthus_warscewiczianus,272
Synedrella_nodiflora,0.64
Synima_cordierorum,221.22
Synima_macrophylla,280
Synoum_glandulosum,189.67
Synsepalum_brevipes,593.19
Synsepalum_dulcificum,3571.4
Syntrichopappus_fremontii,0.158
Syrenia_cana,0.105
Syringa_emodi,3.44
Syringa_pinetorum,6.58
Syringa_villosa,11.05
Syringa_vulgaris,5.6
Syrmatium_junceum,0.45
Syzygium_alatoramulum,74.5
Syzygium_alliiligneum,797.478
Syzygium_angophoroides,219.81
Syzygium_apodophyllum,133.93
Syzygium_argyropedicum,1937.71
Syzygium_armstrongii,406
Syzygium_australe,259.335
Syzygium_bamagense,9058.68
Syzygium_banksii,141.503
Syzygium_bernieri,9990.253
Syzygium_boonjee,3901
Syzygium_branderhorstii,1523.748
Syzygium_buettnerianum,550.377
Syzygium_bungadinnia,14583.233
Syzygium_canicortex,7.65
Syzygium_championii,279
Syzygium_cordatum,2222
Syzygium_cormiflorum,11307
Syzygium_corynanthum,149.48
Syzygium_crebrinerve,418.66
Syzygium_cumini,836
Syzygium_dansiei,2106.96
Syzygium_endophloium,287.577
Syzygium_erythrocalyx,3443.23
Syzygium_erythrodoxum,1349.98
Syzygium_eucalyptoides,1830
Syzygium_fibrosum,234.97
Syzygium_forte,2107
Syzygium_francisii,95.7
Syzygium_grande,1859
Syzygium_guineense,2222
Syzygium_gustavioides,45832
Syzygium_kuranda,5321.3
Syzygium_luehmannii,20.2
Syzygium_macilwraithianum,2472.22
Syzygium_malaccense,3027.8
Syzygium_minutiflorum,219.81
Syzygium_moorei,9077.01
Syzygium_nervosum,120
Syzygium_oleosum,216.49
Syzygium_operculatum,400
Syzygium_paniculatum,136
Syzygium_papyraceum,1349.98
Syzygium_pseudofastigiatum,2106.962
Syzygium_puberulum,9990.2534
Syzygium_rubrimolle,6131.442
Syzygium_sayeri,1349.981
Syzygium_sharonae,9990.253
Syzygium_sp.,2000
Syzygium_suborbiculare,14791
Syzygium_tierneyanum,120.689
Syzygium_trachyphloium,74.5
Syzygium_velae,1179.795
Syzygium_wex,120.68
Syzygium_wilsonii,89.72
Syzygium_xerampelinum,551.331
Tabebuia_barbata,261
Tabebuia_chrysantha,13
Tabebuia_donnell-smithii,6.28
Tabebuia_guayacan,32
Tabebuia_heterophylla,11
Tabebuia_impetiginosa,141.43
Tabebuia_palmeri,116
Tabebuia_pentaphylla,18.49
Tabebuia_rosea,36
Tabebuia_serratifolia,125
Tabernaemontana_alba,60
Tabernaemontana_arborea,428.9
Tabernaemontana_coffeoides,56.94
Tabernaemontana_concinna,100
Tabernaemontana_sananho,93
Tabernaemontana_siphilitica,110
Tabernaemontana_stapfiana,207.9
Tabernaemontana_stenoloba,60
Tabernaemontana_ventricosa,102.22
Tacazzea_apiculata,9.22
Tacca_integrifolia,2.1
Tacca_involucrata,9.76
Tacca_leontopetaloides,23.09
Tachigali_versicolor,866
Taeniatherum_caput-medusae,6.15
Taeniatherum_crinitum,3.99
Taenidia_integerrima,3.95
Tagetes_argentina,0.22
Tagetes_coronopifolia,1.23
Tagetes_erecta,3.3
Tagetes_lucida,0.6
Tagetes_minuta,1.18
Tagetes_patula,3.02
Tagetes_signata,0.76
Tagetes_subulata,0.6
Talguenea_quinquenervia,10.3
Talinella_grevei,1.7
Talinum_caffrum,1.95
Talinum_paniculatum,0.26
Talinum_parviflorum,0.17
Talinum_portulacifolium,0.64
Talinum_spinescens,0.27
Talinum_tenuissimum,1.13
Talinum_triangulare,0.17
Talisia_hexaphylla,1075
Tamarindus_indica,646
Tamarix_aphylla,1
Tamarix_gallica,0.03
Tamarix_leptostachya,0.04
Tamarix_nilotica,0.01
Tamarix_ramosissima,0.14
Tambourissa_cordifolia,111.5
Tambourissa_peltata,104.48
Tamus_communis,17.9
Tanacetum_camphoratum,0.79
Tanacetum_chiliophyllum,0.1
Tanacetum_cinerariaefolium,0.9
Tanacetum_corymbosum,0.45
Tanacetum_microphyllum,0.3
Tanacetum_millefolium,0.42
Tanacetum_parthenium,0.1
Tanacetum_vulgare,0.2
Tapeinosperma_pseudojambosa,43
Tapinanthus_oleifolius,146.28
Tapirira_guianensis,26
Tapirira_marchandii,113.3
Tapirira_mexicana,1050
Tapura_guianensis,146.7
Tapura_peruviana,467
Tarasa_operculata,0.8
Tarasa_tenella,0.6
Taraxacum_alaskanum,0.5
Taraxacum_alpinum,0.45
Taraxacum_bessarabicum,0.53
Taraxacum_erythrospermum,0.38
Taraxacum_officinale,0.7
Taraxacum_officinale,0.7
Taraxacum_palustre,0.73
Taraxacum_ruberulum,0.39
Taraxacum_serotinum,0.539
Taraxacum_syriacum,0.36
Taraxacum_vulgare,0.67
Tarchonanthus_camphoratus,1.1
Tarenna_burttii,15.49
Tarenna_mollissima,1.7
Tarenna_pavettoides,5.34
Tarenna_supra-axillaris,36.63
Tarenna_tulearensis,16.4
Tasmannia_vickeriana,2.52
Tasmannia_xerophila,2.18
Tasmannia_xerophila,28.85
Tauschia_hartwegii,20.72
Taverniera_aegyptiaca,4.2
Taverniera_glauca,9.03
Tecoma_grandis,603
Tecoma_stans,4.85
Tecoma_stans,9
Tecomaria_capensis,3.57
Tecophilaea_violiflora,1.9
Tecticornia_verrucosa,2.4
Tectona_grandis,696.37
Tectona_hamiltoniana,25.25
Teedia_lucida,0.35
Teesdalia_coronopifolia,0.22
Teesdalia_nudicaulis,0.31
Telekia_speciosa,0.564
Telekia_speciosissima,0.53
Telephium_imperati,0.9
Telephium_imperati,0.94
Telfairia_occidentalis,17500
Tellima_grandiflora,0.05
Telopea_aspera,71.52
Telopea_mongaensis,38.21
Telopea_oreades,35.26
Telopea_speciosissima,54.26
Telopea_truncata,29.71
Templetonia_egena,66
Templetonia_retusa,28.5
Templetonia_stenophylla,15.01
Tephroseris_karjaginii,0.81
Tephrosia_apollinea,13.18
Tephrosia_berhautiana,1.6
Tephrosia_brachyodon,12.55
Tephrosia_bracteolata,6.98
Tephrosia_burchellii,4.68
Tephrosia_caerulea,14.28
Tephrosia_caerulea,19.59
Tephrosia_candida,20.5
Tephrosia_cinerea,10.08
Tephrosia_cordata,11.51
Tephrosia_elata,9.73
Tephrosia_elata,10.36
Tephrosia_elegans,12.2
Tephrosia_elongata,2153.87
Tephrosia_emeroides,8.96
Tephrosia_grandiflora,9.8
Tephrosia_interrupta,11
Tephrosia_leiocarpa,12.6
Tephrosia_lindheimeri,41.8
Tephrosia_linearis,2.91
Tephrosia_longipes,8
Tephrosia_monophylla,5.67
Tephrosia_mossiensis,49.43
Tephrosia_nana,8.95
Tephrosia_noctiflora,9.94
Tephrosia_nubica,16.67
Tephrosia_onobrychoides,11.72
Tephrosia_oxygona,19.01
Tephrosia_pedicellata,3.43
Tephrosia_platycarpa,10.89
Tephrosia_polyphylla,21.39
Tephrosia_polystachya,11.44
Tephrosia_pumila,3.51
Tephrosia_pumila,6.1
Tephrosia_pungens,14.8
Tephrosia_purpurea,5.28
Tephrosia_purpurea,11.9
Tephrosia_purpurea,11.97
Tephrosia_reptans,8.09
Tephrosia_rhodesica,7.06
Tephrosia_rhodesica,13.28
Tephrosia_rosea,9.53
Tephrosia_simplicifolia,5.3
Tephrosia_sphaerospora,10.2
Tephrosia_subtriflora,13.77
Tephrosia_sylviae,43.23
Tephrosia_uniflora,5.29
Tephrosia_vicioides,7
Tephrosia_villosa,6.57
Tephrosia_villosa,10.67
Tephrosia_vogelii,41
Teramnus_labialis,5.54
Teramnus_labialis,6.86
Teramnus_repens,3.57
Teramnus_uncinatus,4.35
Terminalia_alata,1916.65
Terminalia_amazonia,3
Terminalia_arjuna,1408
Terminalia_arostrata,33333
Terminalia_avicennioides,333
Terminalia_avicennoides,214.79
Terminalia_bellerica,3030
Terminalia_bellirica,2221
Terminalia_boivinii,71.61
Terminalia_brachystemma,257.2
Terminalia_brachystemma,343.4
Terminalia_brassii,4.5
Terminalia_brownii,430.56
Terminalia_buceras,53.5
Terminalia_bursarina,26.35
Terminalia_calamansanay,48.5
Terminalia_calcicola,1103.45
Terminalia_canescens,138.4
Terminalia_catappa,2473
Terminalia_chebula,1767
Terminalia_citrina,123.46
Terminalia_cyanocarpa,263.66
Terminalia_divaricata,321.49
Terminalia_fatraea,128.96
Terminalia_glaucescens,323.77
Terminalia_gracilipes,5.2
Terminalia_hadleyana,1012.39
Terminalia_ivorensis,133
Terminalia_kilimandscharica,569.6
Terminalia_laxiflora,509.48
Terminalia_macroptera,501.07
Terminalia_mantaly,216.89
Terminalia_mollis,756
Terminalia_monoceros,447.06
Terminalia_myriocarpa,36.9
Terminalia_neotaliala,399
Terminalia_oblonga,51
Terminalia_oliveri,188.68
Terminalia_orbicularis,651.5
Terminalia_paniculata,92
Terminalia_parvula,39.44
Terminalia_phanerophlebia,69.67
Terminalia_platyphylla,701.84
Terminalia_prunioides,150.24
Terminalia_randii,36.64
Terminalia_richii,41.67
Terminalia_sericea,238
Terminalia_sericocarpa,28
Terminalia_seyrigii,114.21
Terminalia_sp.,410
Terminalia_spinosa,46.28
Terminalia_stenostachya,287.96
Terminalia_subserrata,948.34
Terminalia_superba,97
Terminalia_tomentosa,1751
Terminalia_tricristata,160.36
Terminalia_tropophylla,61.56
Ternstroemia_cherryi,570
Ternstroemia_japonica,25.25
Ternstroemia_magnifica,11600
Ternstroemia_sp.,730
Tersonia_cyathiflora,449.56
Tetraberlinia_moreliana,2530
Tetracentron_sinense,1.77
Tetracera_boiviniana,33.65
Tetracera_indica,100
Tetracera_litoralis,24.72
Tetracera_madagascariensis,12.14
Tetracera_portobellensis,14
Tetracera_rutenbergii,22.49
Tetrachaete_elionuroides,0.29
Tetrachne_dregei,0.4
Tetrachyron_brandegei,1.65
Tetraclea_coulteri,5.4
Tetraclinis_articulata,11.84
Tetraclinis_articulata,11.84
Tetracme_quadricornis,0.11
Tetracoccus_dioicus,17.39
Tetradenia_riparia,0.04
Tetradymia_axillaris,2.89
Tetradymia_axillaris,4.19
Tetradymia_canescens,8
Tetradymia_glabrata,3.01
Tetradymia_spinosa,4.09
Tetradymia_tetrameres,7.06
Tetragastris_altissima,573.3
Tetragastris_panamensis,302
Tetraglochin_alatum,4.6
Tetragonia_acanthocarpa,31.59
Tetragonia_arbuscula,22.7
Tetragonia_calycina,70.18
Tetragonia_eremaea,9.39
Tetragonia_fruticosa,63.81
Tetragonia_implexicoma,16.49
Tetragonia_maritima,28.24
Tetragonia_reduplicata,36.77
Tetragonia_schenkii,48.61
Tetragonia_tetragonioides,0.68
Tetragonia_tetragonoides,31.8
Tetragonia_virgata,40.4
Tetragonolobus_maritimus,4.73
Tetragonotheca_texana,2.2
Tetraneuris_ivesiana,1.29
Tetraneuris_linearifolia,0.26
Tetraneuris_scaposa,0.72
Tetrapogon_cenchriformis,2.47
Tetrapogon_tenellus,4.24
Tetrapterocarpon_geayi,82.53
Tetraria_natalensis,2.11
Tetrastigma_nitens,58.83
Tetrasynandra_longipes,224
Tetratheca_ericifolia,2.156
Tetratheca_hirsuta,6.85
Tetrathylacium_johansenii,1
Tetrorchidium_rotundatum,48
Teucrium_almeriense,0.6
Teucrium_bicolor,1.89
Teucrium_botrys,1.14
Teucrium_canadense,1.48
Teucrium_capitatum,0.8
Teucrium_chamaedrys,1.3
Teucrium_corymbosum,0.77
Teucrium_creticum,3.1
Teucrium_cubense,1.49
Teucrium_cubense,2.7
Teucrium_depressum,0.8
Teucrium_divaricatum,1.42
Teucrium_divaricatum,2.48
Teucrium_expansum,0.9
Teucrium_flavum,1.6
Teucrium_gnaphalodes,2.6
Teucrium_integrifolium,1.74
Teucrium_kraussii,0.46
Teucrium_lamiifolium,0.68
Teucrium_montanum,0.74
Teucrium_montbretii,0.38
Teucrium_nuchense,1.11
Teucrium_nudicaule,2.24
Teucrium_occidentale,0.82
Teucrium_orientale,2.11
Teucrium_polium,1.7
Teucrium_polium,2.17
Teucrium_polium,2.22
Teucrium_pruinosum,2.3
Teucrium_pseudo-chamaepitys,7.5
Teucrium_racemosum,1.69
Teucrium_scordioides,0.4
Teucrium_scordium,0.4
Teucrium_scorodonia,0.8
Teucrium_stachyophyllum,0.64
Teucrium_trifidum,1
Thalia_geniculata,64.9
Thalictrum_chelidonii,1.62
Thalictrum_dasycarpum,2.27
Thalictrum_delavayi,1.38
Thalictrum_dioicum,2.153
Thalictrum_dipterocarpum,1.3
Thalictrum_fendleri,1.003
Thalictrum_fendleri,1.51
Thalictrum_fendleri,2.33
Thalictrum_flavum,1.31
Thalictrum_lucidum,0.4
Thalictrum_minus,0.32
Thalictrum_minus,1.9
Thalictrum_minus,2.41
Thalictrum_occidentale,3.7
Thalictrum_polycarpum,2
Thalictrum_polygamum,3.492
Thalictrum_pubescens,1.67
Thalictrum_revolutum,2.6
Thalictrum_sparsiflorum,2.173
Thalictrum_venulosum,3.08
Thamnochortus_bachmannii,1.29
Thamnochortus_cinereus,1.64
Thamnochortus_erectus,1.1
Thamnochortus_fraternus,2.18
Thamnochortus_insignis,1.2
Thamnochortus_lucens,1.32
Thamnochortus_paniculatus,4.42
Thamnochortus_pellucidus,2.85
Thamnochortus_platypteris,2.17
Thamnochortus_rigidus,1.4
Thamnochortus_spicigerus,2.7
Thamnosma_africanum,1.48
Thamnosma_montana,12.48
Thamnosma_rhodesica,0.82
Thapsia_garganica,24.22
Thapsia_villosa,7.38
Thelesperma_ambiguum,2.5
Thelesperma_filifolium,2.21
Thelesperma_longipes,0.78
Thelesperma_megapotamicum,2.8
Thelesperma_simplicifolium,2.13
Thelionema_caespitosum,1.08
Thelocactus_bicolor,0.97
Thelocactus_flavus,0.25
Thelypodium_integrifolium,0.32
Thelypodium_integrifolium,0.52
Thelypodium_laciniatum,0.3
Thelypodium_milleflorum,0.31
Thelypodium_texanum,0.4
Themeda_australis,4.51
Themeda_quadrivalvis,1.8
Themeda_triandra,2.9
Theobroma_cacao,1893
Theobroma_sp.,940
Theobroma_speciosum,1132
Thereianthus_bracteolatus,0.37
Thermopsis_divaricarpa,14.9
Thermopsis_macrophylla,20.862
Thermopsis_montana,18.07
Thermopsis_rhombifolia,19.1
Thermopsis_turkestanica,18.12
Thesium_bavarum,3.59
Thesium_humifusum,2.93
Thesium_scabrum,5.9
Thespesia_populnea,115.2
Thespesia_populneoides,150.09
Thespesia_thespesioides,32.53
Thevetia_ahouai,323.33
Thevetia_peruviana,3431.32
Thevetia_thevetioides,1481
Thilachium_thomasii,46.5
Thladiantha_dubia,120.99
Thlaspi_alpestre,0.25
Thlaspi_arvense,1
Thlaspi_brevicaule,0.31
Thlaspi_caerulescens,0.36
Thlaspi_montanum,0.647
Thlaspi_orbiculatum,1.48
Thlaspi_perfoliatum,0.5
Thlaspi_procumbens,0.507
Thlaspi_rotundifolium,1.65
Thomasia_foliosa,1.54
Thomasia_formosa,1.36
Thomasia_glutinosa,2.5
Thomasia_petalocalyx,1.76
Thomasia_solanacea,2.27
Thomasia_tenuivestita,1.22
Thouinia_villosa,13.7
Thouinidium_insigne,348.98
Threlkeldia_acropterum,0.289
Threlkeldia_diffusa,2.46
Thryallis_glauca,116
Thryptomene_australis,2.07
Thryptomene_calycina,2.69
Thryptomene_kochii,0.93
Thryptomene_racemulosa,3.08
Thryptomene_saxicola,1.39
Thryptomene_stenophylla,2.58
Thryptomene_striata,2.91
Thuja_borealis,2.05
Thuja_borealis,2.05
Thuja_occidentalis,1.09
Thuja_occidentalis,1.09
Thuja_occidentalis,1.4
Thuja_occidentalis,1.4
Thuja_orientalis,20.159
Thuja_orientalis,20.159
Thuja_plicata,1.4
Thuja_plicata,1.4
Thujopsis_dolobrata,3.56
Thujopsis_dolobrata,3.56
Thunbergia_alata,25.8
Thunbergia_lancifolia,98.52
Thuranthos_basuticum,4.27
Thymbra_capitata,0.38
Thymbra_spicata,3.8
Thymelaea_passerina,0.58
Thymelaea_sp.,1.07
Thymophylla_acerosa,0.4
Thymophylla_pentachaeta,0.144
Thymophylla_setifolia,0.24
Thymus_atticus,0.32
Thymus_capitatus,1.7
Thymus_chaubardii,0.3
Thymus_drucei,0.11
Thymus_froelichianus,0.06
Thymus_horminum,2.83
Thymus_kosteleckyanus,0.15
Thymus_oenipontanus,0.13
Thymus_officinalis,7.25
Thymus_polytrichus,0.13
Thymus_praecox,0.18
Thymus_pulegioides,0.15
Thymus_serpyllum,0.15
Thymus_serpyllum,0.18
Thymus_syriacus,0.52
Thymus_vulgaris,1.3
Thymus_willdenowii,0.27
Thymus_zygis,0.2
Thyridolepis_mitchelliana,2.07
Thysanocarpus_curvipes,1.87
Thysanocarpus_laciniatus,0.55
Thysanocarpus_radians,8
Thysanotus_dichotomus,2.09
Thysanotus_fractiflexus,1.46
Thysanotus_juncifolius,0.91
Thysanotus_manglesianus,0.81
Thysanotus_multiflorus,4.1
Thysanotus_patersonii,0.87
Tiarella_trifoliata,0.39
Tibouchina_fraterna,0.11
Tibouchina_scabriuscula,0.03
Tidestromia_oblongifolia,0.37
Tieghemella_heckelii,19286
Tigridia_philippiana,2.53
Tilia_americana,111.3
Tilia_cordata,40
Tilia_japonica,44.5
Tilia_maximowicziana,84.4
Tilia_parvifolia,31
Tilia_platyphyllos,98.8
Tilia_speciosa,8.1
Tilia_tomentosa,106
Tillandsia_flexuosa,0.89
Tillandsia_grandis,2.46
Tillandsia_recurvata,0.31
Tillandsia_tricolor,0.63
Timonius_wallichianus,4.4
Tina_isaloensis,148.18
Tinantia_anomala,10.48
Tinnea_rhodesiana,3.22
Tinospora_bakis,120.46
Tinospora_caffra,96.01
Tinospora_fragosa,111.74
Tipuana_tipu,513.8
Tiquilia_atacamensis,0.47
Tiquilia_nuttallii,0.18
Tirpitzia_sinensis,2.5
Titanopsis_hugo-schlechteri,0.04
Tithonia_calva,2.3
Tithonia_rotundifolia,9.69
Tithonia_speciosa,9.5
Tithonia_thurberi,10.7
Tithonia_tubaeformis,8.7
Tithonia_tubiformis,5.7
Tococa_aristata,6
Tococa_nitens,0.29
Tocoyena_pittieri,860.6
Toddalia_asiatica,22.04
Toechima_dasyrrhache,85.94
Toechima_erythrocarpum,137
Toechima_pterocarpum,99.623
Tofieldia_glutinosa,0.06
Tofieldia_glutinosa,0.09
Tofieldia_occidentalis,0.06
Tofieldia_occidentalis,0.08
Tofieldia_pusilla,0.03
Tolmiea_menziesii,0.05
Tolpis_barbata,0.1
Tonella_tenella,1.04
Toona_australis,3.19
Toona_ciliata,3.95
Toona_ciliata,125
Toona_sinensis,5.9
Tordylium_aegyptiacum,7.3
Tordylium_carmeli,7.72
Tordylium_cordatum,0.4
Tordylium_maximum,3.89
Tordylium_syriacum,11.02
Tordylium_trachycarpum,0.56
Torilis_anthriscus,1.9
Torilis_arvensis,1.75
Torilis_arvensis,2.1
Torilis_elongata,30.6
Torilis_japonica,1.7
Torilis_leptophylla,1.7
Torilis_nodosa,2.6
Torilis_radiata,0.31
Torilis_scabra,2.01
Torilis_tenella,1.6
Torreyochloa_pallida,0.187
Tournefortia_hirsutissima,2
Tournefortia_mutabilis,15.37
Tournefortia_psilostachya,1.74
Tournefortia_volubilis,4.85
Toussaintia_orientalis,227.6
Tovara_virginiana,9.9
Tovomita_macrophylla,1354
Townsendia_exscapa,1.25
Townsendia_florifer,1.07
Townsendia_montana,0.56
Toxicodendron_diversilobum,33
Toxicodendron_radicans,14.9
Toxicodendron_radicans,19.28
Trachelium_caeruleum,0.01
Trachelium_jacquinii,0.02
Trachyandra_divaricata,2.2
Trachyandra_falcata,1.52
Trachyandra_hirsutiflora,1.93
Trachyandra_revoluta,0.97
Trachyandra_saltii,1.72
Trachycarpus_fortunei,263.63
Trachymene_anisocarpa,1.42
Trachymene_caerulea,2.4
Trachymene_ceratocarpa,2.85
Trachymene_coerulea,0.73
Trachymene_coerulea,1.8
Trachymene_composita,1.36
Trachymene_cyanopetala,0.79
Trachymene_dendrothrix,2
Trachymene_glaucifolia,5.08
Trachymene_incisa,0.99
Trachymene_ochracea,1.92
Trachymene_ornata,2.43
Trachymene_pilbarensis,4.83
Trachymene_pilosa,1.49
Trachyspermum_aethusifolium,0.86
Trachyspermum_scaberulum,1.68
Trachystylis_stradbrokensis,1.26
Tradescantia_occidentalis,3.31
Tradescantia_ohiensis,3.66
Tradescantia_virginiana,2.873
Tradescantia_wrightii,1.28
Tradescantia_zanonia,3.32
Tragia_incana,31
Tragia_okanyua,18.38
Tragia_ramosa,11.85
Tragopogon_buphthalmoides,17.66
Tragopogon_capitatus,9.09
Tragopogon_coelesyriacus,12.81
Tragopogon_dubius,8
Tragopogon_hybridus,14.54
Tragopogon_longirostris,10.98
Tragopogon_major,17.7
Tragopogon_porrifolius,13.6
Tragopogon_pratensis,3.5
Tragopogon_pratensis,5.07
Tragopogon_pratensis,6.67
Tragopogon_sinuatus,9.96
Tragus_australianus,0.61
Tragus_berteronianus,0.3
Tragus_biflorus,0.252
Tragus_racemosus,0.36
Tragus_roxburghii,0.76
Trapa_natans,834
Trattinnickia_aspera,285
Traversia_baccharoides,0.98
Treculia_africana,188
Trema_cannabina,3.1
Trema_cannabina,3.47
Trema_guineensis,5.46
Trema_micrantha,7
Trema_orientalis,4.2
Trema_tomentosa,2.2
Trema_tomentosa,4.86
Trevoa_quinquenervia,10.4
Trevoa_trinervia,25.22
Trewia_nudiflora,256.41
Triadenum_fraseri,0.1
Triadenum_walteri,0.05
Triadica_sebifera,133
Trianthema_hereroensis,0.35
Trianthema_oxycalyptra,0.63
Trianthema_parvifolia,0.53
Trianthema_portulacastrum,1.38
Trianthema_salsoloides,0.88
Trianthema_triquetra,0.29
Trianthema_triquetra,0.38
Triaspis_glaucophylla,34.07
Triaspis_macropteron,167.1
Tribonanthes_australis,0.23
Tribonanthes_longipetala,0.19
Tribulocarpus_dimorphanthus,717.3
Tribulus_astrocarpus,26.632
Tribulus_terrestris,21.7
Tribulus_zeyheri,23.91
Tricalysia_allenii,16.46
Tricalysia_auriculata,3.5
Tricalysia_boiviniana,8.81
Tricalysia_capensis,34.11
Tricalysia_coriacea,5.02
Tricalysia_cryptocalyx,6.92
Tricalysia_dubia,5.2
Tricalysia_jasminiflora,70.27
Tricalysia_junodii,13.38
Tricalysia_majungensis,21.82
Tricalysia_okelensis,14.74
Tricalysia_ovalifolia,9.49
Tricalysia_ovalifolia,9.99
Trichanthodium_baracchianum,0.05
Trichilia_americana,167
Trichilia_breviflora,470
Trichilia_emetica,702
Trichilia_hirta,78.22
Trichilia_martiana,236.4
Trichilia_martineaui,1060
Trichilia_megalantha,970
Trichilia_monadelpha,500
Trichilia_pleeana,441
Trichilia_prieureana,310
Trichilia_quadrijuga,55
Trichilia_tessmannii,670
Trichilia_tuberculata,151
Trichloris_crinita,0.23
Trichocladus_ellipticus,19.8
Trichocline_caulescens,2.59
Trichodesma_africanum,3.29
Trichodesma_africanum,5.37
Trichodesma_ambacense,41.76
Trichodesma_anacua,2.667
Trichodesma_arvensis,2.85
Trichodesma_boissieri,56.65
Trichodesma_caroliniense,9.58
Trichodesma_cespiosa,4.54
Trichodesma_hildebrandtii,29.37
Trichodesma_indicum,1.8
Trichodesma_laevis,0.384
Trichodesma_latifolium,2.469
Trichodesma_laxa,2.817
Trichodesma_lycopsis,1.8
Trichodesma_maritima,5.657
Trichodesma_nervosum,2.469
Trichodesma_occidentale,4.237
Trichodesma_officinale,22.333
Trichodesma_physaloides,65.06
Trichodesma_tenuifolium,0.71
Trichodesma_tinifolia,0.175
Trichodesma_triste,0.338
Trichodesma_virginianum,0.91
Trichodesma_vulgare,0.175
Trichodesma_zeylanicum,8.95
Trichodesma_zeylanicum,10.02
Trichodiadema_pygmaeum,0.14
Tricholaena_monachne,0.21
Trichopetalum_plumosum,1.46
Trichophorum_cespitosum,0.36
Trichosanthes_anguina,200
Trichosanthes_cucumerina,64
Trichosanthes_kirilowii,139.25
Trichosanthes_ovigera,97.53
Trichospermum_galeottii,3
Trichospermum_grewiifolium,3
Trichospermum_mexicanum,3.8
Trichostachys_sp.,86
Trichostema_brachiatum,2.05
Trichostema_lanatum,3.3
Trichostema_lanceolatum,2.2
Trichostema_laxum,0.96
Trichostema_oblongum,0.874
Trichostema_parishii,1.48
Trichostema_purpusii,7.54
Trichostigma_octandrum,38
Tricoryne_tenella,5.03
Tricostularia_pauciflora,0.86
Tridax_coronopifolia,0.758
Tridax_mexicana,0.36
Tridax_procumbens,0.69
Tridens_albescens,0.48
Tridens_flavus,1.04
Tridens_muticus,0.48
Trientalis_borealis,0.533
Trientalis_europaea,0.6
Trifolium_africanum,1.33
Trifolium_albopurpureum,0.963
Trifolium_albopurpureum,1.349
Trifolium_albopurpureum,2
Trifolium_alexandrinum,2.6
Trifolium_alpestre,1.25
Trifolium_alpinum,5.31
Trifolium_amabile,0.55
Trifolium_ambiguum,1.38
Trifolium_andersonii,3.04
Trifolium_andersonii,3.66
Trifolium_angustifolium,1.9
Trifolium_argutum,0.82
Trifolium_armenium,1.2
Trifolium_arvense,0.4
Trifolium_aureum,0.3
Trifolium_badium,0.75
Trifolium_barbigerum,1.326
Trifolium_beckwithii,1.98
Trifolium_bifidum,1.092
Trifolium_bocconei,0.36
Trifolium_boissieri,1.19
Trifolium_breweri,0.667
Trifolium_campestre,0.3
Trifolium_cernuum,0.2
Trifolium_cherleri,3.8
Trifolium_ciliolatum,3.63
Trifolium_clypeatum,7.3
Trifolium_cyathiferum,0.925
Trifolium_dasyphyllum,2.17
Trifolium_depauperatum,0.385
Trifolium_depauperatum,0.66
Trifolium_depauperatum,0.961
Trifolium_dubium,0.4
Trifolium_filiforme,0.55
Trifolium_fragiferum,1.2
Trifolium_fucatum,3.439
Trifolium_glanduliferum,0.55
Trifolium_glomeratum,0.4
Trifolium_gracilentum,0.85
Trifolium_gracilentum,0.959
Trifolium_gracilentum,1.433
Trifolium_hirtum,3.2
Trifolium_hybridum,0.6
Trifolium_hybridum,0.7
Trifolium_incarnatum,3.1
Trifolium_kingii,1.683
Trifolium_lappaceum,0.9
Trifolium_longipes,0.36
Trifolium_longipes,1.29
Trifolium_lupinaster,1.6
Trifolium_macraei,1.52
Trifolium_macrocephalum,7.07
Trifolium_medium,1.8
Trifolium_micranthum,0.34
Trifolium_microcephalum,0.585
Trifolium_minus,0.325
Trifolium_molinerii,2.47
Trifolium_monanthum,1.14
Trifolium_montanum,0.8
Trifolium_mucronatum,1.52
Trifolium_nigrescens,0.5
Trifolium_nigrescens,0.5
Trifolium_ochroleucon,1.87
Trifolium_ochroleucum,1.36
Trifolium_oliganthum,1.062
Trifolium_ornithopodioides,0.52
Trifolium_palaestinum,2.3
Trifolium_pallescens,0.62
Trifolium_pallidum,0.92
Trifolium_pannonicum,3.23
Trifolium_patens,0.65
Trifolium_pilulare,3.8
Trifolium_pratense,1.5
Trifolium_procumbens,0.4
Trifolium_pseudostriatum,0.63
